module,class,method,params,throws
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedBuyerInfo,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedBuyerInfo,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,toJson,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,fromJson,T,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,getTaskId,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,getOpenid,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,getCreateTime,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,getUpdateTime,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,getPushTime,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,getFinishTime,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,getTaskName,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,getTaskRemark,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,getTaskStatus,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,getMaterial,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,getBuyerInfos,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,setTaskId,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,setOpenid,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,setCreateTime,java.lang.Long,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,setUpdateTime,java.lang.Long,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,setPushTime,java.lang.Long,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,setFinishTime,java.lang.Long,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,setTaskName,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,setTaskRemark,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,setTaskStatus,int,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,setMaterial,java.util.List<me.chanjar.weixin.mp.bean.guide.WxMpGuideMaterialInfo>,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,setBuyerInfos,java.util.List<me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedBuyerInfo>,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMassedInfo,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMaterialInfo,toJson,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMaterialInfo,fromJson,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMaterialInfo,getType,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMaterialInfo,getMediaId,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMaterialInfo,getTitle,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMaterialInfo,getPath,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMaterialInfo,getAppId,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMaterialInfo,getWord,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMaterialInfo,setType,int,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMaterialInfo,setMediaId,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMaterialInfo,setTitle,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMaterialInfo,setPath,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMaterialInfo,setAppId,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMaterialInfo,setWord,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMaterialInfo,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMaterialInfo,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMaterialInfo,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsg,toJson,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsg,fromJson,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsg,getAccount,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsg,getOpenid,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsg,getCreateTime,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsg,getContent,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsg,getContentType,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsg,getDirection,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsg,setAccount,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsg,setOpenid,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsg,setCreateTime,java.lang.Long,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsg,setContent,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsg,setContentType,java.lang.Integer,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsg,setDirection,java.lang.Integer,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsg,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsg,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsg,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsgList,fromJson,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsgList,getTotalNum,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsgList,getMsgList,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsgList,setTotalNum,java.lang.Integer,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsgList,setMsgList,java.util.List<me.chanjar.weixin.mp.bean.guide.WxMpGuideMsg>,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsgList,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsgList,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideMsgList,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideOffLineReply,toJson,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideOffLineReply,fromJson,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideOffLineReply,getContent,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideOffLineReply,setContent,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideOffLineReply,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideOffLineReply,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideOffLineReply,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideSensitiveWords,toJson,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideSensitiveWords,fromJson,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideSensitiveWords,getValues,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideSensitiveWords,getUpdateTime,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideSensitiveWords,setValues,java.lang.String[],
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideSensitiveWords,setUpdateTime,java.lang.Long,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideSensitiveWords,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideSensitiveWords,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideSensitiveWords,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideTagInfo,toJson,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideTagInfo,fromJson,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideTagInfo,getTagName,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideTagInfo,getValues,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideTagInfo,setTagName,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideTagInfo,setValues,java.util.List<java.lang.String>,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideTagInfo,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideTagInfo,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideTagInfo,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideWordMaterialInfo,toJson,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideWordMaterialInfo,fromJson,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideWordMaterialInfo,getWord,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideWordMaterialInfo,getCreateTime,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideWordMaterialInfo,setWord,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideWordMaterialInfo,setCreateTime,java.lang.Long,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideWordMaterialInfo,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideWordMaterialInfo,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideWordMaterialInfo,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideWordMaterialInfoList,fromJson,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideWordMaterialInfoList,getTotalNum,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideWordMaterialInfoList,getList,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideWordMaterialInfoList,setTotalNum,java.lang.Integer,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideWordMaterialInfoList,setList,java.util.List<me.chanjar.weixin.mp.bean.guide.WxMpGuideWordMaterialInfo>,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideWordMaterialInfoList,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideWordMaterialInfoList,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.guide.WxMpGuideWordMaterialInfoList,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.ClearOutInvoiceRequest,setInvoiceinfo,me.chanjar.weixin.mp.bean.invoice.merchant.ClearOutInvoiceRequest$ClearOutInvoiceInfo,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.ClearOutInvoiceRequest,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.ClearOutInvoiceRequest,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.ClearOutInvoiceRequest,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthDataRequest,getSPappid,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthDataRequest,getOrderId,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthDataRequest,setSPappid,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthDataRequest,setOrderId,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthDataRequest,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthDataRequest,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthDataRequest,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthDataResult,getInvoiceStatus,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthDataResult,getAuthTime,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthDataResult,setInvoiceStatus,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthDataResult,setAuthTime,java.lang.Long,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthDataResult,setUserAuthInfo,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthDataResult$UserAuthInfo,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthDataResult,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthDataResult,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthDataResult,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageRequest,getSPappid,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageRequest,getOrderId,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageRequest,getMoney,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageRequest,getSource,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageRequest,getRedirectUrl,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageRequest,getType,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageRequest,getTimestamp,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageRequest,getTicket,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageRequest,setSPappid,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageRequest,setOrderId,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageRequest,setMoney,java.lang.Long,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageRequest,setSource,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageRequest,setRedirectUrl,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageRequest,setType,java.lang.Integer,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageRequest,setTimestamp,java.lang.Long,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageRequest,setTicket,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageRequest,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageRequest,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageRequest,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageResult,getAuthUrl,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageResult,getAppid,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageResult,setAuthUrl,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageResult,setAppid,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageResult,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageResult,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageResult,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageSetting,setAuthField,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageSetting$AuthField,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageSetting,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageSetting,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceAuthPageSetting,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceRejectRequest,getSPappid,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceRejectRequest,getOrderId,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceRejectRequest,getReason,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceRejectRequest,getUrl,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceRejectRequest,setSPappid,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceRejectRequest,setOrderId,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceRejectRequest,setReason,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceRejectRequest,setUrl,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceRejectRequest,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceRejectRequest,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceRejectRequest,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceResult,setInvoicedetail,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceResult$InvoiceDetail,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceResult,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceResult,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.InvoiceResult,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MakeOutInvoiceRequest,setInvoiceinfo,me.chanjar.weixin.mp.bean.invoice.merchant.MakeOutInvoiceRequest$InvoiceInfo,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MakeOutInvoiceRequest,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MakeOutInvoiceRequest,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MakeOutInvoiceRequest,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantContactInfo,getPhone,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantContactInfo,getTimeout,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantContactInfo,setPhone,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantContactInfo,setTimeout,java.lang.Integer,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantContactInfo,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantContactInfo,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantContactInfo,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantContactInfoWrapper,getContact,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantContactInfoWrapper,setContact,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantContactInfo,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantContactInfoWrapper,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantContactInfoWrapper,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantContactInfoWrapper,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantInvoicePlatformInfo,getMchid,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantInvoicePlatformInfo,getSPappid,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantInvoicePlatformInfo,setMchid,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantInvoicePlatformInfo,setSPappid,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantInvoicePlatformInfo,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantInvoicePlatformInfo,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantInvoicePlatformInfo,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantInvoicePlatformInfoWrapper,getPaymchInfo,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantInvoicePlatformInfoWrapper,setPaymchInfo,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantInvoicePlatformInfo,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantInvoicePlatformInfoWrapper,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantInvoicePlatformInfoWrapper,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.merchant.MerchantInvoicePlatformInfoWrapper,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceBatchRequest,toJson,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceBatchRequest,getItemList,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceBatchRequest,setItemList,java.util.List<me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoRequest>,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceBatchRequest,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceBatchRequest,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceBatchRequest,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceCommodityInfo,getName,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceCommodityInfo,getNum,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceCommodityInfo,getUnit,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceCommodityInfo,getPrice,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceCommodityInfo,setName,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceCommodityInfo,setNum,java.lang.Integer,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceCommodityInfo,setUnit,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceCommodityInfo,setPrice,java.lang.Integer,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceCommodityInfo,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceCommodityInfo,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceCommodityInfo,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoRequest,toJson,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoRequest,getCardId,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoRequest,getEncryptCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoRequest,setCardId,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoRequest,setEncryptCode,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoRequest,equals,java.lang.Object,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoRequest,hashCode,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoRequest,toString,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoResponse,fromJson,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoResponse,toList,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoResponse,getCardId,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoResponse,getBeginTime,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoResponse,getEndTime,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoResponse,getOpenid,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoResponse,getType,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoResponse,getPayee,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoResponse,getDetail,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoResponse,getUserInfo,,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoResponse,setCardId,java.lang.String,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoResponse,setBeginTime,java.lang.Integer,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoResponse,setEndTime,java.lang.Integer,
weixin-java-mp,me.chanjar.weixin.mp.bean.invoice.reimburse.InvoiceInfoResponse,setOpenid,java.lang.String,
